"BogeyAvoidance_RANKTHISWEEK_2007","BogeyAvoidance_RANKLASTWEEK_2007","BogeyAvoidance_PLAYERNAME_2007","BogeyAvoidance_ROUNDS_2007","BogeyAvoidance_PctMAKESBOGEY_2007","BogeyAvoidance_BOGEYS_2007","BogeyAvoidance_HOLESPLAYED_2007","stat_name","year"
36,36,"Vijay Singh",102,16.5,297,1800,"BogeyAvoidance",2007
38,38,"Kenny Perry",83,16.53,247,1494,"BogeyAvoidance",2007
39,39,"Peter Lonard",85,16.6,254,1530,"BogeyAvoidance",2007
40,40,"Lucas Glover",98,16.61,290,1746,"BogeyAvoidance",2007
40,40,"John Senden",97,16.61,290,1746,"BogeyAvoidance",2007
42,42,"Craig Bowden",78,16.67,234,1404,"BogeyAvoidance",2007
42,42,"Jesper Parnevik",88,16.67,264,1584,"BogeyAvoidance",2007
44,44,"Nathan Green",103,16.72,310,1854,"BogeyAvoidance",2007
45,45,"Steve Elkington",87,16.73,262,1566,"BogeyAvoidance",2007
46,46,"Craig Lile",77,16.74,232,1386,"BogeyAvoidance",2007
47,47,"Ernie Els",59,16.76,175,1044,"BogeyAvoidance",2007
48,48,"Mathew Goggin",97,16.78,293,1746,"BogeyAvoidance",2007
48,48,"Justin Leonard",95,16.78,287,1710,"BogeyAvoidance",2007
50,50,"Cliff Kresge",107,16.82,324,1926,"BogeyAvoidance",2007
51,51,"Woody Austin",95,16.84,288,1710,"BogeyAvoidance",2007
52,52,"Mark Wilson",87,16.86,264,1566,"BogeyAvoidance",2007
53,53,"Craig Kanada",109,16.87,331,1962,"BogeyAvoidance",2007
54,54,"Sean OHair",98,16.89,298,1764,"BogeyAvoidance",2007
55,55,"Justin Rose",63,16.95,180,1062,"BogeyAvoidance",2007
55,55,"DJ Trahan",99,16.95,302,1782,"BogeyAvoidance",2007
57,57,"Stewart Cink",91,16.98,269,1584,"BogeyAvoidance",2007
58,58,"Kevin Sutherland",85,16.99,260,1530,"BogeyAvoidance",2007
59,59,"Steve Marino",106,17.03,325,1908,"BogeyAvoidance",2007
60,60,"Dicky Pride",71,17.06,218,1278,"BogeyAvoidance",2007
61,61,"Dean Wilson",92,17.09,283,1656,"BogeyAvoidance",2007
62,62,"Stephen Ames",81,17.11,234,1368,"BogeyAvoidance",2007
63,63,"Jonathan Byrd",73,17.12,225,1314,"BogeyAvoidance",2007
64,64,"Bill Haas",93,17.14,287,1674,"BogeyAvoidance",2007
64,64,"Richard Johnson",93,17.14,287,1674,"BogeyAvoidance",2007
64,64,"Anthony Kim",93,17.14,287,1674,"BogeyAvoidance",2007
67,67,"Jeff Maggert",79,17.16,244,1422,"BogeyAvoidance",2007
67,67,"Arron Oberholser",69,17.16,210,1224,"BogeyAvoidance",2007
69,69,"John Mallinger",96,17.3,299,1728,"BogeyAvoidance",2007
70,70,"Jeff Gove",103,17.31,321,1854,"BogeyAvoidance",2007
70,70,"Tag Ridings",52,17.31,162,936,"BogeyAvoidance",2007
72,72,"Marco Dawson",73,17.35,228,1314,"BogeyAvoidance",2007
72,72,"Johnson Wagner",97,17.35,303,1746,"BogeyAvoidance",2007
74,74,"Jason Gore",86,17.38,269,1548,"BogeyAvoidance",2007
74,74,"Boo Weekley",101,17.38,316,1818,"BogeyAvoidance",2007
76,76,"Ryan Armour",107,17.39,335,1926,"BogeyAvoidance",2007
76,76,"Bob Heintz",85,17.39,266,1530,"BogeyAvoidance",2007
76,76,"Ryan Moore",92,17.39,288,1656,"BogeyAvoidance",2007
79,79,"Camilo Villegas",82,17.41,257,1476,"BogeyAvoidance",2007
80,80,"Steve Flesch",100,17.44,314,1800,"BogeyAvoidance",2007
81,81,"Glen Day",85,17.45,267,1530,"BogeyAvoidance",2007
82,82,"Padraig Harrington",64,17.47,195,1116,"BogeyAvoidance",2007
82,82,"Ryuji Imada",104,17.47,327,1872,"BogeyAvoidance",2007
84,84,"Mark Hensby",81,17.49,255,1458,"BogeyAvoidance",2007
85,85,"Aaron Baddeley",83,17.5,252,1440,"BogeyAvoidance",2007
86,86,"Rod Pampling",92,17.53,284,1620,"BogeyAvoidance",2007
87,87,"Duffy Waldorf",69,17.55,218,1242,"BogeyAvoidance",2007
88,88,"Tim Petrovic",106,17.56,335,1908,"BogeyAvoidance",2007
89,89,"Jarrod Lyle",77,17.6,244,1386,"BogeyAvoidance",2007
90,90,"Corey Pavin",81,17.63,257,1458,"BogeyAvoidance",2007
91,91,"Tom Lehman",62,17.65,197,1116,"BogeyAvoidance",2007
92,92,"Tom Byrum",50,17.67,159,900,"BogeyAvoidance",2007
93,93,"Kent Jones",97,17.7,309,1746,"BogeyAvoidance",2007
93,93,"Hunter Mahan",91,17.7,290,1638,"BogeyAvoidance",2007
95,95,"Shaun Micheel",91,17.74,281,1584,"BogeyAvoidance",2007
96,96,"John Merrick",92,17.75,294,1656,"BogeyAvoidance",2007
96,96,"David Toms",80,17.75,246,1386,"BogeyAvoidance",2007
96,96,"Bob Tway",103,17.75,329,1854,"BogeyAvoidance",2007
96,96,"Nick Watney",87,17.75,278,1566,"BogeyAvoidance",2007
100,100,"Chris Stroud",66,17.76,211,1188,"BogeyAvoidance",2007
101,101,"JP Hayes",89,17.79,285,1602,"BogeyAvoidance",2007
102,102,"John Rollins",102,17.82,324,1818,"BogeyAvoidance",2007
103,103,"Craig Barlow",52,17.84,167,936,"BogeyAvoidance",2007
103,103,"George McNeill",95,17.84,305,1710,"BogeyAvoidance",2007
105,105,"Tim Herron",98,17.86,315,1764,"BogeyAvoidance",2007
105,105,"Ted Purdy",102,17.86,328,1836,"BogeyAvoidance",2007
107,107,"Jerry Kelly",101,17.88,325,1818,"BogeyAvoidance",2007
108,108,"Kirk Triplett",77,17.97,249,1386,"BogeyAvoidance",2007
109,109,"Anders Hansen",55,17.98,178,990,"BogeyAvoidance",2007
109,109,"Carl Pettersson",111,17.98,356,1980,"BogeyAvoidance",2007
111,111,"Bubba Watson",80,17.99,259,1440,"BogeyAvoidance",2007
112,112,"Charles Warren",101,18.04,328,1818,"BogeyAvoidance",2007
112,112,"Mike Weir",82,18.04,263,1458,"BogeyAvoidance",2007
114,114,"Jeff Brehaut",59,18.08,192,1062,"BogeyAvoidance",2007
115,115,"Jeff Quinney",95,18.13,310,1710,"BogeyAvoidance",2007
116,116,"Steve Lowery",74,18.17,242,1332,"BogeyAvoidance",2007
117,117,"Michael Allen",74,18.24,243,1332,"BogeyAvoidance",2007
118,118,"Paul Gow",70,18.25,230,1260,"BogeyAvoidance",2007
118,118,"Joe Ogilvie",102,18.25,335,1836,"BogeyAvoidance",2007
120,120,"Will Ma Kenzie",100,18.28,329,1800,"BogeyAvoidance",2007
121,121,"Bob Estes",88,18.31,290,1584,"BogeyAvoidance",2007
122,122,"Shigeki Maruyama",84,18.32,277,1512,"BogeyAvoidance",2007
122,122,"Pat Perez",84,18.32,277,1512,"BogeyAvoidance",2007
124,124,"Trevor Immelman",74,18.38,225,1224,"BogeyAvoidance",2007
125,125,"Joe Durant",88,18.39,288,1566,"BogeyAvoidance",2007
126,126,"Michael Boyd",61,18.4,202,1098,"BogeyAvoidance",2007
127,127,"Luke Donald",69,18.41,222,1206,"BogeyAvoidance",2007
128,128,"Jason Bohn",57,18.42,189,1026,"BogeyAvoidance",2007
129,129,"Chris Tidland",59,18.46,196,1062,"BogeyAvoidance",2007
130,130,"Mathias Gronberg",95,18.48,316,1710,"BogeyAvoidance",2007
130,130,"Tom Pernice Jr",104,18.48,346,1872,"BogeyAvoidance",2007
132,132,"Vaughn Taylor",91,18.56,304,1638,"BogeyAvoidance",2007
133,133,"Joey Sindelar",75,18.59,251,1350,"BogeyAvoidance",2007
134,134,"Robert Allenby",90,18.6,298,1602,"BogeyAvoidance",2007
134,134,"Tripp Isenhour",86,18.6,288,1548,"BogeyAvoidance",2007
134,134,"Frank Lickliter II",95,18.6,318,1710,"BogeyAvoidance",2007
137,137,"Rich Barcelo",80,18.61,268,1440,"BogeyAvoidance",2007
137,137,"Ian Poulter",63,18.61,201,1080,"BogeyAvoidance",2007
139,139,"Jason Dufner",100,18.67,336,1800,"BogeyAvoidance",2007
139,139,"Parker McLachlin",83,18.67,279,1494,"BogeyAvoidance",2007
139,139,"Rocco Mediate",72,18.67,242,1296,"BogeyAvoidance",2007
142,142,"Ryan Palmer",91,18.68,306,1638,"BogeyAvoidance",2007
143,143,"Jason Schultz",63,18.69,212,1134,"BogeyAvoidance",2007
144,144,"Mark Calcavecchia",93,18.7,313,1674,"BogeyAvoidance",2007
145,145,"Adam Scott",69,18.71,229,1224,"BogeyAvoidance",2007
146,146,"Daisuke Maruyama",86,18.73,290,1548,"BogeyAvoidance",2007
147,147,"Steve Allan",63,18.78,213,1134,"BogeyAvoidance",2007
148,148,"Robert Garrigus",95,18.83,322,1710,"BogeyAvoidance",2007
149,149,"Troy Matteson",87,18.84,295,1566,"BogeyAvoidance",2007
150,150,"Charles Howell III",89,18.86,292,1548,"BogeyAvoidance",2007
151,151,"Stuart Appleby",74,19.03,250,1314,"BogeyAvoidance",2007
152,152,"Robert Gamez",88,19.07,302,1584,"BogeyAvoidance",2007
153,153,"Charley Hoffman",97,19.13,334,1746,"BogeyAvoidance",2007
154,154,"Fred Funk",65,19.15,224,1170,"BogeyAvoidance",2007
155,155,"Andrew Buckle",77,19.19,266,1386,"BogeyAvoidance",2007
155,155,"Lee Janzen",66,19.19,228,1188,"BogeyAvoidance",2007
157,157,"JJ Henry",86,19.22,294,1530,"BogeyAvoidance",2007
158,158,"Geoff Ogilvy",84,19.23,270,1404,"BogeyAvoidance",2007
159,159,"Jaco Van Zyl",51,19.39,178,918,"BogeyAvoidance",2007
160,160,"Kevin Stadler",95,19.47,333,1710,"BogeyAvoidance",2007
161,161,"Greg Owen",81,19.48,284,1458,"BogeyAvoidance",2007
162,162,"Michael Putnam",96,19.5,337,1728,"BogeyAvoidance",2007
163,163,"Nick OHern",72,19.53,239,1224,"BogeyAvoidance",2007
164,164,"Jim Rutledge",59,19.59,208,1062,"BogeyAvoidance",2007
165,165,"Brian Bateman",55,19.6,194,990,"BogeyAvoidance",2007
166,166,"Steve Wheatcroft",73,19.63,258,1314,"BogeyAvoidance",2007
167,167,"DJ Brigman",67,19.65,237,1206,"BogeyAvoidance",2007
168,168,"Henrik Stenson",52,19.69,163,828,"BogeyAvoidance",2007
169,169,"Matt Hendrix",63,19.75,224,1134,"BogeyAvoidance",2007
170,170,"David Branshaw",83,19.81,296,1494,"BogeyAvoidance",2007
170,170,"Chris Couch",76,19.81,271,1368,"BogeyAvoidance",2007
172,172,"Paul Stankowski",52,19.87,186,936,"BogeyAvoidance",2007
173,173,"Brendon de Jonge",76,19.88,272,1368,"BogeyAvoidance",2007
174,174,"Eric Axley",107,19.94,384,1926,"BogeyAvoidance",2007
175,175,"Tom Johnson",74,20.05,267,1332,"BogeyAvoidance",2007
176,176,"Paul Goydos",60,20.15,214,1062,"BogeyAvoidance",2007
177,177,"Billy Andrade",88,20.27,321,1584,"BogeyAvoidance",2007
178,178,"Harrison Frazar",88,20.33,322,1584,"BogeyAvoidance",2007
179,179,"JB Holmes",71,20.34,260,1278,"BogeyAvoidance",2007
180,180,"Chris DiMarco",79,20.35,282,1386,"BogeyAvoidance",2007
181,181,"Scott Gutschewski",67,20.4,246,1206,"BogeyAvoidance",2007
182,182,"Rich Beem",89,20.47,328,1602,"BogeyAvoidance",2007
183,183,"Davis Love III",66,20.6,241,1170,"BogeyAvoidance",2007
184,184,"Bryce Molder",56,20.63,208,1008,"BogeyAvoidance",2007
185,185,"Kyle Reifers",71,20.81,266,1278,"BogeyAvoidance",2007
186,186,"Retief Goosen",50,20.83,180,864,"BogeyAvoidance",2007
187,187,"Chad Campbell",96,20.99,340,1620,"BogeyAvoidance",2007
188,188,"Darron Stiles",65,21.03,246,1170,"BogeyAvoidance",2007
189,189,"Brett Quigley",79,21.15,297,1404,"BogeyAvoidance",2007
190,190,"Bubba Dickerson",51,21.35,196,918,"BogeyAvoidance",2007
191,191,"Brett Wetterich",88,21.39,335,1566,"BogeyAvoidance",2007
192,192,"Ben Curtis",80,21.53,310,1440,"BogeyAvoidance",2007
193,193,"Jeff Sluman",60,21.76,235,1080,"BogeyAvoidance",2007
194,194,"Jose Maria Olazabal",52,22.33,201,900,"BogeyAvoidance",2007
195,195,"John Daly",59,22.98,244,1062,"BogeyAvoidance",2007
196,196,"Todd Hamilton",76,23.68,324,1368,"BogeyAvoidance",2007
