"GIRPercentage125150yards_RANKTHISWEEK_2005","GIRPercentage125150yards_RANKLASTWEEK_2005","GIRPercentage125150yards_PLAYERNAME_2005","GIRPercentage125150yards_ROUNDS_2005","GIRPercentage125150yards_Pct_2005","GIRPercentage125150yards_GREENSHIT_2005","GIRPercentage125150yards_TOTALHOLES_2005","GIRPercentage125150yards_RELATIVETOPAR_2005","stat_name","year"
1,1,"Kirk Triplett",55,79.67,98,123,-0.13,"GIRPercentage125150yards",2005
2,2,"Luke Donald",67,79.51,97,122,-0.23,"GIRPercentage125150yards",2005
3,3,"Jim Furyk",94,78.32,177,226,-0.25,"GIRPercentage125150yards",2005
4,4,"Corey Pavin",77,77.54,107,138,-0.24,"GIRPercentage125150yards",2005
5,5,"Richard Johnson",50,77.12,118,153,-0.24,"GIRPercentage125150yards",2005
6,6,"Justin Leonard",78,76.77,119,155,-0.24,"GIRPercentage125150yards",2005
7,7,"Jeff Brehaut",71,76.73,155,202,-0.17,"GIRPercentage125150yards",2005
8,8,"Olin Browne",99,76.72,178,232,-0.21,"GIRPercentage125150yards",2005
9,9,"Ian Poulter",62,76.11,86,113,-0.26,"GIRPercentage125150yards",2005
10,10,"JJ Henry",102,75.99,212,279,-0.22,"GIRPercentage125150yards",2005
11,11,"Dan Forsman",52,75.71,106,140,-0.25,"GIRPercentage125150yards",2005
12,12,"Omar Uresti",84,75.53,142,188,-0.15,"GIRPercentage125150yards",2005
13,13,"Mark Wilson",74,75.5,151,200,-0.23,"GIRPercentage125150yards",2005
14,14,"Stephen Leaney",89,75.13,142,189,-0.18,"GIRPercentage125150yards",2005
15,15,"Chad Campbell",95,75.12,154,205,-0.16,"GIRPercentage125150yards",2005
15,15,"David Hearn",68,75.12,160,213,-0.18,"GIRPercentage125150yards",2005
17,17,"Shigeki Maruyama",99,75.1,184,245,-0.26,"GIRPercentage125150yards",2005
18,18,"Billy Mayfair",114,75,234,312,-0.17,"GIRPercentage125150yards",2005
18,18,"Jeff Sluman",94,75,183,244,-0.16,"GIRPercentage125150yards",2005
20,20,"Joey Sindelar",104,74.83,220,294,-0.16,"GIRPercentage125150yards",2005
21,21,"Doug Barron",70,74.73,136,182,-0.25,"GIRPercentage125150yards",2005
22,22,"JP Hayes",63,74.68,118,158,-0.2,"GIRPercentage125150yards",2005
23,23,"Carlos Franco",78,74.33,139,187,-0.18,"GIRPercentage125150yards",2005
24,24,"Bo Van Pelt",112,74.32,217,292,-0.23,"GIRPercentage125150yards",2005
25,25,"Mathias Gronberg",60,74.3,133,179,-0.17,"GIRPercentage125150yards",2005
26,26,"Larry Mize",54,73.98,91,123,-0.22,"GIRPercentage125150yards",2005
27,27,"Mario Tiziani",67,73.91,136,184,-0.26,"GIRPercentage125150yards",2005
28,28,"Todd Hamilton",94,73.79,152,206,-0.24,"GIRPercentage125150yards",2005
29,29,"Tim Herron",100,73.64,190,258,-0.24,"GIRPercentage125150yards",2005
30,30,"David Toms",87,73.54,139,189,-0.27,"GIRPercentage125150yards",2005
31,31,"Bart Bryant",91,73.52,161,219,-0.2,"GIRPercentage125150yards",2005
32,32,"Bernhard Langer",67,73.24,104,142,-0.17,"GIRPercentage125150yards",2005
33,33,"Alex Cejka",84,73.16,139,190,-0.16,"GIRPercentage125150yards",2005
34,34,"Jeff Hart",63,73.13,98,134,-0.22,"GIRPercentage125150yards",2005
34,34,"Rod Pampling",89,73.13,147,201,-0.17,"GIRPercentage125150yards",2005
36,36,"John Cook",72,72.86,102,140,-0.3,"GIRPercentage125150yards",2005
36,36,"Scott Verplank",87,72.86,145,199,-0.24,"GIRPercentage125150yards",2005
38,38,"Tom Byrum",83,72.73,168,231,-0.18,"GIRPercentage125150yards",2005
39,39,"Steve Elkington",67,72.61,114,157,-0.2,"GIRPercentage125150yards",2005
40,40,"Bill Glasson",54,72.6,106,146,-0.14,"GIRPercentage125150yards",2005
41,41,"Loren Roberts",54,72.59,98,135,-0.15,"GIRPercentage125150yards",2005
42,42,"Jeff Maggert",79,72.51,124,171,-0.19,"GIRPercentage125150yards",2005
43,43,"Dean Wilson",86,72.43,176,243,-0.19,"GIRPercentage125150yards",2005
44,44,"Brent Geiberger",61,72.31,94,130,-0.22,"GIRPercentage125150yards",2005
45,45,"Bob Estes",92,72.22,156,216,-0.22,"GIRPercentage125150yards",2005
46,46,"Geoff Ogilvy",97,72.2,161,223,-0.3,"GIRPercentage125150yards",2005
47,47,"Steve Allan",102,72.19,218,302,-0.19,"GIRPercentage125150yards",2005
48,48,"Lucas Glover",88,71.97,172,239,-0.15,"GIRPercentage125150yards",2005
49,49,"Jason Bohn",91,71.89,179,249,-0.17,"GIRPercentage125150yards",2005
50,50,"Kent Jones",99,71.8,191,266,-0.2,"GIRPercentage125150yards",2005
51,51,"Chris Riley",67,71.77,89,124,-0.12,"GIRPercentage125150yards",2005
52,52,"Jerry Kelly",101,71.76,155,216,-0.21,"GIRPercentage125150yards",2005
53,53,"Marco Dawson",82,71.75,193,269,-0.18,"GIRPercentage125150yards",2005
54,54,"Joe Durant",81,71.58,136,190,-0.19,"GIRPercentage125150yards",2005
55,55,"DJ Brigman",76,71.5,138,193,-0.15,"GIRPercentage125150yards",2005
56,56,"Hunter Mahan",103,71.48,218,305,-0.17,"GIRPercentage125150yards",2005
57,57,"Ben Curtis",65,71.43,90,126,-0.21,"GIRPercentage125150yards",2005
57,57,"Arron Oberholser",65,71.43,105,147,-0.14,"GIRPercentage125150yards",2005
57,57,"Kenny Perry",82,71.43,135,189,-0.23,"GIRPercentage125150yards",2005
60,60,"Glen Hnatiuk",59,71.33,102,143,-0.11,"GIRPercentage125150yards",2005
61,61,"Peter Lonard",85,71.28,134,188,-0.2,"GIRPercentage125150yards",2005
62,62,"Billy Andrade",83,71.1,155,218,-0.21,"GIRPercentage125150yards",2005
63,63,"Darron Stiles",78,71.08,145,204,-0.26,"GIRPercentage125150yards",2005
64,64,"Jay Williamson",53,71.05,108,152,-0.15,"GIRPercentage125150yards",2005
65,65,"Phillip Price",77,70.98,137,193,-0.19,"GIRPercentage125150yards",2005
66,66,"Lee Janzen",75,70.93,122,172,-0.17,"GIRPercentage125150yards",2005
67,67,"Tjaart van der Walt",56,70.92,100,141,-0.24,"GIRPercentage125150yards",2005
68,68,"Robert Allenby",95,70.87,146,206,-0.27,"GIRPercentage125150yards",2005
69,69,"Fred Funk",102,70.73,145,205,-0.18,"GIRPercentage125150yards",2005
70,70,"Charles Howell III",95,70.44,143,203,-0.19,"GIRPercentage125150yards",2005
71,71,"Phil Mickelson",81,70.42,100,142,-0.29,"GIRPercentage125150yards",2005
72,72,"Hidemichi Tanaka",106,70.4,195,277,-0.25,"GIRPercentage125150yards",2005
73,73,"Charles Warren",89,70.37,171,243,-0.18,"GIRPercentage125150yards",2005
74,74,"Scott Gutschewski",86,70.31,161,229,-0.22,"GIRPercentage125150yards",2005
75,75,"Tommy Armour III",103,70.26,189,269,-0.25,"GIRPercentage125150yards",2005
76,76,"Frank Lickliter II",100,70.23,184,262,-0.25,"GIRPercentage125150yards",2005
77,77,"Brendan Jones",81,70.22,158,225,-0.13,"GIRPercentage125150yards",2005
78,78,"Jim Carter",62,70.13,108,154,-0.19,"GIRPercentage125150yards",2005
79,79,"Tom Lehman",69,70.07,103,147,-0.23,"GIRPercentage125150yards",2005
80,80,"Tim Clark",92,69.94,114,163,-0.27,"GIRPercentage125150yards",2005
80,80,"Adam Scott",72,69.94,121,173,-0.26,"GIRPercentage125150yards",2005
82,82,"Steve Flesch",90,69.87,109,156,-0.09,"GIRPercentage125150yards",2005
83,83,"Joey Snyder III",102,69.68,216,310,-0.21,"GIRPercentage125150yards",2005
84,84,"Danny Briggs",70,69.54,105,151,-0.23,"GIRPercentage125150yards",2005
85,85,"Paul Claxton",79,69.43,134,193,-0.25,"GIRPercentage125150yards",2005
86,86,"Briny Baird",98,69.37,188,271,-0.19,"GIRPercentage125150yards",2005
87,87,"Rich Beem",66,69.34,95,137,-0.23,"GIRPercentage125150yards",2005
87,87,"Fred Couples",72,69.34,95,137,-0.14,"GIRPercentage125150yards",2005
89,89,"DA Points",94,69.26,169,244,-0.12,"GIRPercentage125150yards",2005
90,90,"Jonathan Kaye",77,69.23,135,195,-0.24,"GIRPercentage125150yards",2005
90,90,"Will Ma Kenzie",75,69.23,162,234,-0.16,"GIRPercentage125150yards",2005
92,92,"Justin Rose",99,69.15,195,282,-0.18,"GIRPercentage125150yards",2005
93,93,"Chris DiMarco",83,69.09,114,165,-0.25,"GIRPercentage125150yards",2005
94,94,"Michael Allen",90,69.08,172,249,-0.17,"GIRPercentage125150yards",2005
95,95,"Pat Perez",89,69.01,147,213,-0.23,"GIRPercentage125150yards",2005
96,96,"John Senden",101,68.97,200,290,-0.19,"GIRPercentage125150yards",2005
97,97,"Hideto Tanihara",50,68.75,88,128,-0.18,"GIRPercentage125150yards",2005
98,98,"Chris Smith",93,68.68,182,265,-0.23,"GIRPercentage125150yards",2005
99,99,"Zach Johnson",96,68.61,153,223,-0.16,"GIRPercentage125150yards",2005
100,100,"Padraig Harrington",50,68.6,83,121,-0.17,"GIRPercentage125150yards",2005
101,101,"Brenden Pappas",51,68.59,107,156,-0.24,"GIRPercentage125150yards",2005
102,102,"Stewart Cink",98,68.54,146,213,-0.29,"GIRPercentage125150yards",2005
103,103,"Carl Pettersson",109,68.53,196,286,-0.24,"GIRPercentage125150yards",2005
104,104,"Roland Thatcher",75,68.39,132,193,-0.12,"GIRPercentage125150yards",2005
105,105,"Jay Haas",54,68.38,80,117,-0.26,"GIRPercentage125150yards",2005
106,106,"Greg Owen",84,68.37,134,196,-0.1,"GIRPercentage125150yards",2005
107,107,"Arjun Atwal",65,68.21,133,195,-0.23,"GIRPercentage125150yards",2005
107,107,"Brad Faxon",75,68.21,103,151,-0.31,"GIRPercentage125150yards",2005
109,109,"Bob Tway",87,68.14,139,204,-0.29,"GIRPercentage125150yards",2005
110,110,"Paul Azinger",66,68.02,117,172,-0.19,"GIRPercentage125150yards",2005
111,111,"DJ Trahan",81,67.89,148,218,-0.17,"GIRPercentage125150yards",2005
112,112,"Ted Purdy",122,67.85,211,311,-0.24,"GIRPercentage125150yards",2005
113,113,"Tiger Woods",76,67.76,103,152,-0.19,"GIRPercentage125150yards",2005
114,114,"Vijay Singh",111,67.67,157,232,-0.18,"GIRPercentage125150yards",2005
115,115,"Davis Love III",80,67.65,115,170,-0.13,"GIRPercentage125150yards",2005
116,116,"Woody Austin",100,67.64,186,275,-0.2,"GIRPercentage125150yards",2005
117,117,"KJ Choi",78,67.61,119,176,-0.24,"GIRPercentage125150yards",2005
118,118,"Paul Gow",78,67.54,129,191,-0.32,"GIRPercentage125150yards",2005
119,119,"Vaughn Taylor",99,67.53,156,231,-0.24,"GIRPercentage125150yards",2005
120,120,"Skip Kendall",80,67.51,133,197,-0.12,"GIRPercentage125150yards",2005
121,121,"John Huston",90,67.47,168,249,-0.23,"GIRPercentage125150yards",2005
122,122,"James Driscoll",73,67.39,124,184,-0.13,"GIRPercentage125150yards",2005
123,123,"Brandt Jobe",96,67.34,167,248,-0.22,"GIRPercentage125150yards",2005
124,124,"Rory Sabbatini",81,67.31,140,208,-0.26,"GIRPercentage125150yards",2005
125,125,"Jose Maria Olazabal",55,67.27,74,110,-0.24,"GIRPercentage125150yards",2005
126,126,"Nick Watney",91,67.2,168,250,-0.14,"GIRPercentage125150yards",2005
127,127,"John Rollins",97,67.1,155,231,-0.19,"GIRPercentage125150yards",2005
128,128,"Kevin Sutherland",89,67.08,161,240,-0.25,"GIRPercentage125150yards",2005
129,129,"Cameron Beckman",96,67.05,173,258,-0.26,"GIRPercentage125150yards",2005
130,130,"Shaun Micheel",81,67.03,124,185,-0.19,"GIRPercentage125150yards",2005
131,131,"Heath Slocum",103,66.93,172,257,-0.2,"GIRPercentage125150yards",2005
132,132,"Matt Davidson",53,66.9,95,142,-0.17,"GIRPercentage125150yards",2005
133,133,"Dudley Hart",84,66.81,159,238,-0.22,"GIRPercentage125150yards",2005
133,133,"Tim Petrovic",97,66.81,157,235,-0.19,"GIRPercentage125150yards",2005
135,135,"Brett Quigley",96,66.67,172,258,-0.21,"GIRPercentage125150yards",2005
135,135,"Patrick Sheehan",114,66.67,218,327,-0.21,"GIRPercentage125150yards",2005
137,137,"Sean OHair",103,66.55,183,275,-0.25,"GIRPercentage125150yards",2005
138,138,"Steve Lowery",100,66.54,179,269,-0.21,"GIRPercentage125150yards",2005
139,139,"Aaron Baddeley",84,66.51,141,212,-0.32,"GIRPercentage125150yards",2005
140,140,"Craig Barlow",81,66.49,127,191,-0.21,"GIRPercentage125150yards",2005
