"PercentageofYardagecoveredbyTeeShotsPar4s_RANKTHISWEEK_2005","PercentageofYardagecoveredbyTeeShotsPar4s_RANKLASTWEEK_2005","PercentageofYardagecoveredbyTeeShotsPar4s_PLAYERNAME_2005","PercentageofYardagecoveredbyTeeShotsPar4s_ROUNDS_2005","PercentageofYardagecoveredbyTeeShotsPar4s_AVGPct_2005","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALSHOTDISTANCE_2005","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALDISTANCE_2005","stat_name","year"
25,25,"Will Ma Kenzie",75,67.56,206013,304911,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
25,25,"Ryan Palmer",101,67.56,245591.7,363499,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
27,27,"Retief Goosen",71,67.5,132344.9,196078,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
28,28,"John Rollins",97,67.42,250341.7,371321,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
28,28,"Roland Thatcher",75,67.42,201312.6,298607,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
30,30,"Lee Westwood",50,67.33,103437.6,153626,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
31,31,"DJ Trahan",81,67.31,213536.3,317229,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
32,32,"Jason Allred",75,67.25,190122,282713,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
33,33,"Craig Barlow",81,67.24,187311.9,278583,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
33,33,"David Hearn",68,67.24,183754.6,273297,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
35,35,"Steve Allan",102,67.22,262757.1,390916,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
36,36,"Marco Dawson",82,67.21,231316.4,344165,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
37,37,"Nick Watney",91,67.19,238308.3,354675,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
38,38,"Daniel Chopra",108,67.17,277334.5,412902,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
39,39,"Hunter Mahan",103,67.14,280442.8,417727,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
40,40,"Davis Love III",80,67.13,172608.5,257125,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
40,40,"Sean OHair",103,67.13,263749.7,392881,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
42,42,"Jonathan Byrd",103,67.06,285112.6,425134,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
43,43,"Adam Scott",72,66.98,159979.2,238837,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
44,44,"Bob Heintz",67,66.93,186292.7,278336,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
45,45,"Neal Lancaster",95,66.9,255655.8,382147,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
46,46,"Jonathan Kaye",77,66.88,192511.7,287850,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
47,47,"Zach Johnson",96,66.82,254136,380348,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
48,48,"Brandt Jobe",96,66.81,248759.7,372342,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
48,48,"Frank Lickliter II",100,66.81,252288,377603,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
50,50,"Mark Hensby",70,66.8,153442.1,229687,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
51,51,"James Driscoll",73,66.79,183548.9,274797,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
51,51,"Rory Sabbatini",81,66.79,187011.3,280014,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
53,53,"Michael Long",72,66.76,193319.2,289556,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
54,54,"John Huston",90,66.73,235936.5,353577,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
55,55,"JJ Henry",102,66.71,257138.8,385461,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
56,56,"Ted Purdy",122,66.67,305427.7,458140,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
57,57,"Robert Allenby",95,66.65,216824.2,325327,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
58,58,"Charles Howell III",95,66.58,216671.9,325436,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
59,59,"Dan Forsman",52,66.57,136483.7,205024,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
60,60,"Bo Van Pelt",112,66.47,274342.3,412751,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
61,61,"Geoff Ogilvy",97,66.44,221279.8,333041,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
61,61,"Greg Owen",84,66.44,207064.8,311665,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
63,63,"Arjun Atwal",65,66.41,183251.9,275942,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
64,64,"JL Lewis",98,66.39,239416.7,360600,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
65,65,"Vaughn Taylor",99,66.37,264759.9,398936,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
66,66,"Carlos Franco",78,66.36,195566.7,294705,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
66,66,"Justin Rose",99,66.36,261938.3,394714,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
68,68,"Steve Lowery",100,66.3,253343.6,382142,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
68,68,"Andrew Magee",82,66.3,209178,315504,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
70,70,"Tim Herron",100,66.29,231343.7,348996,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
71,71,"Jason Bohn",91,66.28,243364,367153,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
72,72,"Ryuji Imada",78,66.27,198829.3,300029,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
73,73,"Rocco Mediate",73,66.26,191822.8,289483,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
74,74,"Brett Quigley",96,66.25,248390.7,374924,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
75,75,"Justin Bolli",65,66.22,174287.5,263189,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
75,75,"Joe Ogilvie",103,66.22,230404.2,347933,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
77,77,"John Senden",101,66.18,266798.5,403123,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
78,78,"Woody Austin",100,66.11,271382,410509,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
79,79,"Glen Day",80,66.09,218017.9,329904,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
79,79,"Pat Perez",89,66.09,220312,333363,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
81,81,"Carl Pettersson",109,66.01,273158.8,413809,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
81,81,"DA Points",94,66.01,241667.5,366120,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
83,83,"Tjaart van der Walt",56,66,156782.1,237552,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
84,84,"Mario Tiziani",67,65.95,177995.3,269890,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
85,85,"Jeff Brehaut",71,65.93,184527.2,279891,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
86,86,"Mark Calcavecchia",92,65.91,227331.6,344919,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
87,87,"Patrick Sheehan",114,65.89,280261.3,425355,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
88,88,"Rich Beem",66,65.87,142291.1,216027,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
89,89,"Jesper Parnevik",84,65.86,199771.1,303341,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
90,90,"Joey Snyder III",102,65.83,270424.6,410780,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
91,91,"Michael Allen",90,65.82,227862.8,346175,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
91,91,"Briny Baird",98,65.82,263554.7,400440,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
93,93,"David Toms",87,65.79,194223,295221,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
94,94,"Brian Bateman",98,65.74,249483.6,379526,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
95,95,"Jeff Maggert",79,65.73,180646.6,274827,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
96,96,"Darron Stiles",78,65.71,204756.2,311592,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
97,97,"Bradley Hughes",52,65.7,145049,220766,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
98,98,"Padraig Harrington",50,65.68,121618.7,185182,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
98,98,"Peter Lonard",85,65.68,195466.6,297603,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
98,98,"Joey Sindelar",104,65.68,284192.7,432686,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
101,101,"Joe Durant",81,65.67,200926.1,305985,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
101,101,"Tim Petrovic",97,65.67,234574.4,357189,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
103,103,"Hunter Haas",83,65.63,212842.1,324286,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
103,103,"Hideto Tanihara",50,65.63,133473.7,203364,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
105,105,"Tom Pernice Jr",111,65.61,258646.9,394211,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
106,106,"Tom Gillis",77,65.59,198576.8,302764,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
107,107,"Matt Davidson",53,65.58,146908.7,224008,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
107,107,"Freddie Jacobson",72,65.58,166293.5,253555,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
109,109,"DJ Brigman",76,65.57,184030,280653,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
110,110,"KJ Choi",78,65.56,163642.3,249589,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
110,110,"Todd Hamilton",94,65.56,218444.7,333208,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
112,112,"Craig Perks",67,65.52,172348.3,263061,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
113,113,"Phillip Price",77,65.51,183162.6,279611,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
114,114,"Tommy Armour III",103,65.41,266709.5,407778,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
115,115,"Chad Campbell",95,65.4,227806.8,348347,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
116,116,"Ben Crane",78,65.39,199162.2,304557,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
116,116,"Bill Glasson",54,65.39,128437.5,196415,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
118,118,"Scott McCarron",78,65.38,175488.5,268432,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
119,119,"Paul Azinger",66,65.37,169652.4,259527,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
120,120,"Steve Elkington",67,65.35,160278.4,245255,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
120,120,"Shaun Micheel",81,65.35,185145.6,283306,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
122,122,"Tim Clark",92,65.34,193252.2,295770,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
123,123,"Richard Johnson",50,65.29,134348.5,205771,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
123,123,"Hidemichi Tanaka",106,65.29,272185.9,416866,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
125,125,"Bart Bryant",91,65.21,228264.9,350036,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
125,125,"Heath Slocum",103,65.21,264124.1,405062,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
127,127,"Shigeki Maruyama",99,65.2,254247.6,389967,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
128,128,"Kevin Sutherland",89,65.19,216894.8,332708,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
129,129,"JP Hayes",63,65.18,153636.6,235710,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
130,130,"Lee Janzen",75,65.16,169374.1,259950,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
130,130,"Billy Mayfair",114,65.16,299166.3,459115,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
132,132,"Brian Davis",75,65.15,180159,276514,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
132,132,"Steve Stricker",62,65.15,173443.6,266222,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
134,134,"Brent Geiberger",61,65.14,153905.6,236265,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
135,135,"Doug Barron",70,65.11,185915.4,285550,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
136,136,"Glen Hnatiuk",59,65.08,146215.7,224671,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
136,136,"Kent Jones",99,65.08,255098.4,391989,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
138,138,"Steve Flesch",90,65.06,184769.6,284004,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
139,139,"Cameron Beckman",96,65.03,245502.6,377521,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
139,139,"Tom Lehman",69,65.03,149743.5,230281,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
139,139,"Bob Tway",87,65.03,191257.7,294112,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
142,142,"Alex Cejka",84,65.01,200653.1,308656,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
142,142,"Arron Oberholser",65,65.01,148700.7,228747,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
142,142,"Jose Maria Olazabal",55,65.01,121264.5,186534,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
142,142,"Charlie Wi",67,65.01,174621.7,268618,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
146,146,"Stewart Cink",98,64.95,208824.2,321499,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
147,147,"Jerry Kelly",101,64.94,220833.5,340065,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
148,148,"Billy Andrade",83,64.91,211002,325093,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
148,148,"Chris DiMarco",83,64.91,175336.9,270130,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
150,150,"Bernhard Langer",67,64.89,130555.7,201208,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
151,151,"Mike Weir",71,64.85,138606.3,213737,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
152,152,"Dudley Hart",84,64.84,210072.9,323995,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
153,153,"Ben Curtis",65,64.83,140019.5,215991,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
154,154,"Matt Gogel",78,64.81,197537,304789,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
155,155,"Justin Leonard",78,64.79,166611.1,257157,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
156,156,"Matt Kuchar",60,64.76,160809.8,248320,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
157,157,"Aaron Baddeley",84,64.74,218511.9,337536,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
158,158,"Jay Williamson",53,64.71,132444.1,204659,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
159,159,"Paul Gow",78,64.7,197735.2,305613,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
160,160,"Stephen Ames",82,64.69,183371.7,283447,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
160,160,"Paul Claxton",79,64.69,191221.1,295590,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
162,162,"Robert Gamez",91,64.66,232653.6,359828,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
163,163,"Chris Anderson",66,64.65,166591.3,257662,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
164,164,"Jeff Sluman",94,64.63,240910.2,372737,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
165,165,"Duffy Waldorf",86,64.45,203965,316486,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
166,166,"Dean Wilson",86,64.42,228024.7,353983,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
167,167,"Franklin Langham",91,64.41,221972.2,344613,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
168,168,"Jim Furyk",94,64.4,211872.4,328999,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
169,169,"Todd Fischer",99,64.33,251122.8,390344,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
170,170,"Len Mattiace",86,64.29,218882.7,340460,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
171,171,"Ian Poulter",62,64.26,105522.4,164207,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
171,171,"Mark Wilson",74,64.26,178925.1,278435,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
173,173,"Rob Rashell",65,64.2,159034.3,247722,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
173,173,"Omar Uresti",84,64.2,212147.6,330432,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
175,175,"Scott Verplank",87,64.17,194027.9,302374,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
176,176,"Kirk Triplett",55,64.16,128961.7,200999,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
177,177,"Olin Browne",99,64.15,239703.9,373676,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
178,178,"Larry Mize",54,64.14,135863.9,211827,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
179,179,"Robert Damron",89,64.05,226208.6,353197,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
180,180,"Skip Kendall",80,64.04,199541.8,311573,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
181,181,"Danny Briggs",70,64.03,175268.3,273741,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
182,182,"Luke Donald",67,64.02,124224,194039,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
183,183,"Bob Estes",92,63.96,231330.2,361668,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
184,184,"Steve Jones",56,63.95,134372.1,210124,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
185,185,"Mark OMeara",66,63.91,144602,226275,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
186,186,"Kevin Na",88,63.9,226038,353745,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
187,187,"Brian Gay",101,63.88,264516.7,414089,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
188,188,"Jose Coceres",56,63.8,151730.2,237822,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
189,189,"Thomas Levet",54,63.72,105060.8,164883,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
190,190,"Stephen Leaney",89,63.62,212255.7,333639,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
191,191,"Jay Haas",54,63.34,109650,173126,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
192,192,"Tom Byrum",83,63.32,220015.9,347489,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
193,193,"John Cook",72,63.28,167342.5,264441,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
194,194,"Jim Carter",62,63.2,156349.3,247370,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
195,195,"Chris Riley",67,63.15,120439.6,190731,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
196,196,"Brad Faxon",75,63.13,164062.1,259896,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
197,197,"Fred Funk",102,63.01,236783.1,375757,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
198,198,"Mark Brooks",72,62.98,172700.1,274232,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
199,199,"Gavin Coles",70,62.65,178844.3,285481,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
200,200,"Jeff Hart",63,62.23,158540.6,254767,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
201,201,"Loren Roberts",54,62.11,137008.7,220584,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
202,202,"Corey Pavin",77,60.71,166896.8,274890,"PercentageofYardagecoveredbyTeeShotsPar4s",2005
