"Puttingfrom25_RANKTHISWEEK_2015","Puttingfrom25_RANKLASTWEEK_2015","Puttingfrom25_PLAYERNAME_2015","Puttingfrom25_ROUNDS_2015","Puttingfrom25_PctMADE_2015","Puttingfrom25_ATTEMPTS_2015","Puttingfrom25_PUTTSMADE_2015","stat_name","year"
104,104,"David Hearn",97,5.16,349,18,"Puttingfrom25",2015
106,106,"Kevin Kisner",104,5.12,391,20,"Puttingfrom25",2015
107,107,"Ernie Els",57,5.1,157,8,"Puttingfrom25",2015
108,108,"Jim Furyk",71,5.08,236,12,"Puttingfrom25",2015
109,109,"Sangmoon Bae",98,5.07,355,18,"Puttingfrom25",2015
110,110,"Rickie Fowler",76,5.02,219,11,"Puttingfrom25",2015
110,110,"Justin Rose",69,5.02,219,11,"Puttingfrom25",2015
112,112,"Brendan Steele",88,4.99,341,17,"Puttingfrom25",2015
113,113,"Russell Knox",96,4.94,385,19,"Puttingfrom25",2015
114,114,"Alex Cejka",94,4.89,307,15,"Puttingfrom25",2015
115,115,"Jon Curran",83,4.84,310,15,"Puttingfrom25",2015
115,115,"Cameron Percy",72,4.84,248,12,"Puttingfrom25",2015
115,115,"Boo Weekley",79,4.84,289,14,"Puttingfrom25",2015
118,118,"Jimmy Walker",89,4.83,269,13,"Puttingfrom25",2015
119,119,"Scott Pinckney",88,4.81,374,18,"Puttingfrom25",2015
120,120,"Brooks Koepka",84,4.74,274,13,"Puttingfrom25",2015
120,120,"Jonathan Randolph",72,4.74,253,12,"Puttingfrom25",2015
122,122,"Tom Hoge",83,4.72,233,11,"Puttingfrom25",2015
123,123,"Harris English",105,4.7,383,18,"Puttingfrom25",2015
124,124,"Eric Axley",57,4.69,192,9,"Puttingfrom25",2015
124,124,"Chad Collins",79,4.69,256,12,"Puttingfrom25",2015
124,124,"Hunter Mahan",88,4.69,320,15,"Puttingfrom25",2015
124,124,"Webb Simpson",81,4.69,256,12,"Puttingfrom25",2015
128,128,"Nick Taylor",91,4.68,342,16,"Puttingfrom25",2015
129,129,"Scott Brown",97,4.66,322,15,"Puttingfrom25",2015
129,129,"Nick Watney",91,4.66,343,16,"Puttingfrom25",2015
131,131,"Justin Leonard",61,4.65,215,10,"Puttingfrom25",2015
132,132,"Daniel Berger",97,4.64,345,16,"Puttingfrom25",2015
132,132,"Derek Ernst",75,4.64,280,13,"Puttingfrom25",2015
134,134,"John Senden",80,4.6,239,11,"Puttingfrom25",2015
135,135,"Seung Yul Noh",65,4.59,218,10,"Puttingfrom25",2015
136,136,"Brendon de Jonge",106,4.55,396,18,"Puttingfrom25",2015
136,136,"Adam Scott",51,4.55,154,7,"Puttingfrom25",2015
138,138,"Billy Hurley III",83,4.53,265,12,"Puttingfrom25",2015
138,138,"Jerry Kelly",79,4.53,265,12,"Puttingfrom25",2015
140,140,"Jeff Overton",94,4.5,311,14,"Puttingfrom25",2015
141,141,"Colt Knost",90,4.49,312,14,"Puttingfrom25",2015
142,142,"Derek Fathauer",81,4.44,248,11,"Puttingfrom25",2015
142,142,"Whee Kim",71,4.44,248,11,"Puttingfrom25",2015
144,144,"Jason Gore",76,4.42,226,10,"Puttingfrom25",2015
145,145,"Morgan Hoffmann",85,4.4,273,12,"Puttingfrom25",2015
146,146,"John Huh",102,4.37,366,16,"Puttingfrom25",2015
147,147,"Bill Haas",89,4.35,345,15,"Puttingfrom25",2015
147,147,"Bill Lunde",50,4.35,161,7,"Puttingfrom25",2015
149,149,"Shawn Stefani",94,4.33,393,17,"Puttingfrom25",2015
150,150,"Sam Saunders",83,4.31,255,11,"Puttingfrom25",2015
151,151,"Kyle Reifers",96,4.23,331,14,"Puttingfrom25",2015
152,152,"Graham DeLaet",65,4.2,238,10,"Puttingfrom25",2015
153,153,"George McNeill",93,4.16,385,16,"Puttingfrom25",2015
154,154,"Scott Langley",94,3.95,329,13,"Puttingfrom25",2015
155,155,"Max Homa",78,3.94,254,10,"Puttingfrom25",2015
156,156,"Charlie Beljan",76,3.88,258,10,"Puttingfrom25",2015
157,157,"Lucas Glover",79,3.79,290,11,"Puttingfrom25",2015
158,158,"Michael Putnam",87,3.78,291,11,"Puttingfrom25",2015
159,159,"Bubba Watson",71,3.73,241,9,"Puttingfrom25",2015
160,160,"Vijay Singh",78,3.72,269,10,"Puttingfrom25",2015
161,161,"Patrick Rodgers",57,3.66,191,7,"Puttingfrom25",2015
161,161,"Byron Smith",59,3.66,191,7,"Puttingfrom25",2015
163,163,"SJ Park",79,3.64,275,10,"Puttingfrom25",2015
164,164,"Keegan Bradley",87,3.57,280,10,"Puttingfrom25",2015
165,165,"Heath Slocum",57,3.47,144,5,"Puttingfrom25",2015
166,166,"Robert Allenby",63,3.46,231,8,"Puttingfrom25",2015
167,167,"Charl Schwartzel",67,3.43,175,6,"Puttingfrom25",2015
168,168,"Francesco Molinari",56,3.37,178,6,"Puttingfrom25",2015
169,169,"Jamie Donaldson",50,3.36,149,5,"Puttingfrom25",2015
170,170,"William McGirt",103,3.16,411,13,"Puttingfrom25",2015
171,171,"Blayne Barber",76,3.04,263,8,"Puttingfrom25",2015
171,171,"Chris Kirk",76,3.04,230,7,"Puttingfrom25",2015
173,173,"Chez Reavie",56,2.94,204,6,"Puttingfrom25",2015
174,174,"Matt Every",73,2.93,205,6,"Puttingfrom25",2015
175,175,"Oscar Fraustro",58,2.91,172,5,"Puttingfrom25",2015
176,176,"Ryan Palmer",80,2.89,242,7,"Puttingfrom25",2015
177,177,"Tyrone Van Aswegen",58,2.78,180,5,"Puttingfrom25",2015
178,178,"Davis Love III",51,2.56,195,5,"Puttingfrom25",2015
179,179,"Robert Garrigus",70,2.53,198,5,"Puttingfrom25",2015
180,180,"Alex Prugh",84,2.26,354,8,"Puttingfrom25",2015
181,181,"Marc Leishman",74,2.25,222,5,"Puttingfrom25",2015
182,182,"Jim Renner",68,1.73,231,4,"Puttingfrom25",2015
183,183,"Scott Stallings",60,1.4,215,3,"Puttingfrom25",2015
184,184,"Roberto Castro",54,0.75,133,1,"Puttingfrom25",2015
